id_transacao;id_tempo;id_unidade;id_convenio;receita_bruta;valor_glosa_inicial;valor_glosa_recuperada;custos_operacionais;data_pagamento_prevista;data_pagamento_real
100287;20251201;1;1;13989.0;0.0;0.0;8297.95;2026-01-11;2026-01-25
100288;20251201;3;1;13719.91;0.0;0.0;6126.41;2026-01-08;2026-01-10
100289;20251201;2;1;1750.58;0.0;0.0;727.36;2026-01-01;2026-01-14
100290;20251202;1;3;12237.44;0.0;0.0;6508.35;2026-02-07;2026-02-14
100291;20251202;2;2;5347.52;0.0;0.0;2679.8;2026-01-20;2026-02-01
100292;20251202;3;1;4478.04;0.0;0.0;2483.2;2026-01-04;2026-01-15
100293;20251203;4;3;7236.53;0.0;0.0;3753.67;2026-02-08;2026-02-19
100294;20251203;5;1;2103.51;502.76;372.64;1148.93;2026-01-03;2026-01-08
100295;20251204;5;2;9752.79;754.51;331.4;5205.48;2026-01-25;
100296;20251204;3;1;18431.72;0.0;0.0;10781.56;2026-01-15;2026-01-28
100297;20251205;5;1;12095.23;0.0;0.0;6954.85;2026-01-11;2026-01-23
100298;20251206;4;2;10753.86;1500.46;616.17;6184.81;2026-01-27;2026-01-27
100299;20251206;5;3;3640.39;335.25;190.33;2173.47;2026-02-07;2026-02-16
100300;20251206;1;2;10807.42;0.0;0.0;4375.37;2026-02-01;2026-02-05
100301;20251207;4;3;9230.54;0.0;0.0;3957.63;2026-02-14;2026-02-13
100302;20251207;2;1;10388.12;0.0;0.0;5399.18;2026-01-18;2026-01-23
100303;20251208;4;3;13903.29;0.0;0.0;8034.84;2026-02-18;2026-02-20
100304;20251208;2;1;5431.97;0.0;0.0;2178.87;2026-01-11;2026-01-14
100305;20251208;5;2;3468.94;0.0;0.0;1820.85;2026-01-24;2026-01-29
100306;20251209;2;1;2431.55;0.0;0.0;1348.98;2026-01-10;2026-01-18
100307;20251210;3;3;8722.41;1649.41;703.5;4579.74;2026-02-14;
100308;20251210;4;3;19686.92;0.0;0.0;10773.46;2026-02-19;2026-02-20
100309;20251210;1;3;1866.67;0.0;0.0;1063.34;2026-02-09;2026-02-11
100310;20251211;2;2;15824.19;0.0;0.0;9314.87;2026-02-06;2026-02-09
100311;20251212;3;3;17269.33;0.0;0.0;7836.65;2026-02-22;2026-02-25
100312;20251212;5;3;4526.65;0.0;0.0;1954.38;2026-02-13;2026-02-20
