id_transacao;id_tempo;id_unidade;id_convenio;receita_bruta;valor_glosa_inicial;valor_glosa_recuperada;custos_operacionais;data_pagamento_prevista;data_pagamento_real
100410;20260201;4;3;15575.66;0.0;0.0;8077.18;2026-04-13;2026-04-27
100411;20260202;2;2;5404.0;0.0;0.0;2295.32;2026-03-22;2026-04-06
100412;20260202;3;2;11415.61;0.0;0.0;6258.25;2026-03-31;2026-03-31
100413;20260203;2;3;2261.54;0.0;0.0;1026.45;2026-04-05;2026-04-05
100414;20260203;5;1;12720.27;0.0;0.0;5206.57;2026-03-17;2026-03-26
100415;20260203;3;2;8951.07;0.0;0.0;4072.85;2026-03-27;2026-03-28
100416;20260204;2;2;7832.11;0.0;0.0;3931.25;2026-03-28;2026-03-28
100417;20260204;5;3;2781.37;0.0;0.0;1432.08;2026-04-06;2026-04-08
100418;20260205;4;1;9288.38;2128.76;884.82;5325.12;2026-03-13;2026-03-23
100419;20260205;2;1;15813.83;0.0;0.0;9460.83;2026-03-16;2026-03-27
100420;20260206;2;2;3283.83;0.0;0.0;1719.84;2026-03-26;2026-03-29
100421;20260206;2;2;9886.42;0.0;0.0;5621.24;2026-04-03;2026-04-02
100422;20260207;1;3;3811.32;0.0;0.0;1627.6;2026-04-10;2026-04-24
100423;20260207;5;1;9886.92;0.0;0.0;4224.05;2026-03-18;2026-03-28
100424;20260207;5;2;5743.6;0.0;0.0;3437.83;2026-03-28;2026-03-26
100425;20260208;4;1;1527.9;0.0;0.0;638.26;2026-03-11;2026-03-16
100426;20260208;1;1;8900.1;815.1;411.7;5083.78;2026-03-16;2026-03-24
100427;20260209;2;1;17144.46;0.0;0.0;7305.29;2026-03-21;2026-04-03
100428;20260209;2;1;17082.37;0.0;0.0;8689.7;2026-03-22;2026-03-25
100429;20260209;4;3;3660.43;0.0;0.0;2029.37;2026-04-12;2026-04-20
100430;20260210;4;1;17069.81;0.0;0.0;7503.85;2026-03-24;2026-04-02
100431;20260211;3;3;12200.72;0.0;0.0;6813.08;2026-04-23;2026-04-21
100432;20260211;3;2;15442.59;0.0;0.0;8513.57;2026-04-06;2026-04-08
100433;20260212;5;3;6072.52;0.0;0.0;3334.01;2026-04-17;2026-04-19
100434;20260213;1;3;12732.43;0.0;0.0;6894.73;2026-04-24;2026-04-30
100435;20260213;2;2;9047.9;0.0;0.0;5121.62;2026-04-04;2026-04-15
100436;20260213;5;1;5609.87;0.0;0.0;2365.52;2026-03-18;2026-03-22
100437;20260214;5;2;4733.5;862.37;299.03;2414.67;2026-04-03;2026-04-11
100438;20260214;2;2;13885.38;2326.11;1597.04;7914.01;2026-04-11;2026-04-09
100439;20260215;4;3;10675.75;0.0;0.0;5703.83;2026-04-24;2026-05-02
100440;20260215;2;3;11372.43;0.0;0.0;6755.9;2026-04-23;2026-05-04
100441;20260216;1;1;7008.23;0.0;0.0;3000.72;2026-03-22;2026-04-04
100442;20260217;3;1;17097.33;0.0;0.0;9836.58;2026-03-29;2026-03-31
100443;20260217;2;3;2278.69;0.0;0.0;1364.69;2026-04-19;2026-04-17
100444;20260217;2;3;12534.76;0.0;0.0;6591.22;2026-04-25;2026-04-27
100445;20260218;5;3;12427.21;0.0;0.0;6243.94;2026-04-29;2026-04-28
100446;20260218;4;2;10374.1;0.0;0.0;6148.78;2026-04-13;2026-04-24
100447;20260219;3;1;8813.19;0.0;0.0;4602.93;2026-03-30;2026-04-03
100448;20260220;3;2;13284.03;0.0;0.0;6008.92;2026-04-14;2026-04-20
100449;20260220;1;1;13458.5;0.0;0.0;6211.31;2026-03-30;2026-04-10
100450;20260221;1;1;8630.08;0.0;0.0;4414.81;2026-03-31;2026-04-09
100451;20260221;4;3;12428.91;0.0;0.0;6813.04;2026-05-02;2026-05-16
100452;20260221;5;1;10024.51;0.0;0.0;4676.02;2026-03-29;2026-03-26
100453;20260222;1;3;3471.25;0.0;0.0;1452.79;2026-04-26;2026-04-23
100454;20260222;4;2;12220.72;0.0;0.0;6713.64;2026-04-17;2026-04-22
100455;20260222;4;1;17051.18;0.0;0.0;9021.51;2026-04-04;2026-04-15
100456;20260223;4;3;10110.99;0.0;0.0;5212.44;2026-05-02;
100457;20260223;5;1;3743.33;0.0;0.0;1943.46;2026-03-28;2026-04-09
100458;20260224;2;2;6917.72;0.0;0.0;2880.55;2026-04-16;2026-05-01
100459;20260224;2;2;5061.26;0.0;0.0;2219.72;2026-04-13;2026-04-16
100460;20260224;2;3;7627.45;1558.1;992.07;3227.84;2026-05-02;2026-05-02
100461;20260225;3;2;9059.27;0.0;0.0;4695.24;2026-04-20;2026-04-28
100462;20260225;4;1;15036.35;0.0;0.0;6996.83;2026-04-08;2026-04-14
100463;20260225;4;2;7582.47;0.0;0.0;3126.28;2026-04-19;2026-04-18
100464;20260226;5;1;6657.69;0.0;0.0;2845.31;2026-04-03;2026-04-14
100465;20260226;5;2;16495.36;0.0;0.0;8303.28;2026-04-24;2026-05-02
100466;20260227;5;1;21947.1;0.0;0.0;12189.44;2026-04-10;2026-04-12
100467;20260227;4;1;10846.34;0.0;0.0;4408.14;2026-04-05;
100468;20260228;5;2;8616.63;0.0;0.0;4295.95;2026-04-19;2026-04-18
