id_escala;id_medico;id_tempo;status_presenca;horas_atraso
91075;1;20260201;Atraso;2.8
91076;2;20260201;Presente;0.0
91077;3;20260201;Presente;0.0
91078;4;20260201;Presente;0.0
91079;5;20260201;Presente;0.0
91080;1;20260202;Falta Justificada;0.0
91081;2;20260202;Presente;0.0
91082;3;20260202;Presente;0.0
91083;4;20260202;Presente;0.0
91084;5;20260202;Presente;0.0
91085;1;20260203;Falta Justificada;0.0
91086;2;20260203;Atraso;3.1
91087;3;20260203;Atraso;2.9
91088;4;20260203;Presente;0.0
91089;5;20260203;Presente;0.0
91090;1;20260204;Falta Justificada;0.0
91091;2;20260204;Presente;0.0
91092;3;20260204;Presente;0.0
91093;4;20260204;Presente;0.0
91094;5;20260204;Falta Justificada;0.0
91095;1;20260205;Presente;0.0
91096;2;20260205;Presente;0.0
91097;3;20260205;Presente;0.0
91098;4;20260205;Atraso;1.1
91099;5;20260205;Presente;0.0
91100;1;20260206;Presente;0.0
91101;2;20260206;Falta Justificada;0.0
91102;3;20260206;Presente;0.0
91103;4;20260206;Falta Justificada;0.0
91104;5;20260206;Atraso;0.6
91105;1;20260207;Presente;0.0
91106;2;20260207;Presente;0.0
91107;3;20260207;Presente;0.0
91108;4;20260207;Presente;0.0
91109;5;20260207;Presente;0.0
91110;1;20260208;Presente;0.0
91111;2;20260208;Falta Justificada;0.0
91112;3;20260208;Presente;0.0
91113;4;20260208;Atraso;2.4
91114;5;20260208;Presente;0.0
91115;1;20260209;Presente;0.0
91116;2;20260209;Presente;0.0
91117;3;20260209;Falta Justificada;0.0
91118;4;20260209;Presente;0.0
91119;5;20260209;Presente;0.0
91120;1;20260210;Presente;0.0
91121;2;20260210;Presente;0.0
91122;3;20260210;Falta Justificada;0.0
91123;4;20260210;Presente;0.0
91124;5;20260210;Presente;0.0
91125;1;20260211;Presente;0.0
91126;2;20260211;Atraso;2.1
91127;3;20260211;Presente;0.0
91128;4;20260211;Presente;0.0
91129;5;20260211;Falta Justificada;0.0
91130;1;20260212;Atraso;2.6
91131;2;20260212;Presente;0.0
91132;3;20260212;Falta Justificada;0.0
91133;4;20260212;Presente;0.0
91134;5;20260212;Presente;0.0
91135;1;20260213;Atraso;2.7
91136;2;20260213;Atraso;0.9
91137;3;20260213;Presente;0.0
91138;4;20260213;Presente;0.0
91139;5;20260213;Presente;0.0
91140;1;20260214;Falta Justificada;0.0
91141;2;20260214;Atraso;2.8
91142;3;20260214;Presente;0.0
91143;4;20260214;Presente;0.0
91144;5;20260214;Presente;0.0
91145;1;20260215;Falta Justificada;0.0
91146;2;20260215;Presente;0.0
91147;3;20260215;Presente;0.0
91148;4;20260215;Presente;0.0
91149;5;20260215;Falta Justificada;0.0
91150;1;20260216;Presente;0.0
91151;2;20260216;Presente;0.0
91152;3;20260216;Atraso;2.2
91153;4;20260216;Presente;0.0
91154;5;20260216;Presente;0.0
91155;1;20260217;Presente;0.0
91156;2;20260217;Presente;0.0
91157;3;20260217;Falta Justificada;0.0
91158;4;20260217;Presente;0.0
91159;5;20260217;Presente;0.0
91160;1;20260218;Presente;0.0
91161;2;20260218;Atraso;3.1
91162;3;20260218;Presente;0.0
91163;4;20260218;Presente;0.0
91164;5;20260218;Presente;0.0
91165;1;20260219;Atraso;1.5
91166;2;20260219;Presente;0.0
91167;3;20260219;Atraso;0.6
91168;4;20260219;Falta Justificada;0.0
91169;5;20260219;Presente;0.0
91170;1;20260220;Presente;0.0
91171;2;20260220;Atraso;0.8
91172;3;20260220;Falta Justificada;0.0
91173;4;20260220;Presente;0.0
91174;5;20260220;Presente;0.0
91175;1;20260221;Presente;0.0
91176;2;20260221;Presente;0.0
91177;3;20260221;Atraso;2.1
91178;4;20260221;Presente;0.0
91179;5;20260221;Falta Justificada;0.0
91180;1;20260222;Presente;0.0
91181;2;20260222;Presente;0.0
91182;3;20260222;Atraso;2.4
91183;4;20260222;Falta Justificada;0.0
91184;5;20260222;Presente;0.0
91185;1;20260223;Falta Justificada;0.0
91186;2;20260223;Presente;0.0
91187;3;20260223;Atraso;3.1
91188;4;20260223;Atraso;1.1
91189;5;20260223;Atraso;3.3
91190;1;20260224;Falta Justificada;0.0
91191;2;20260224;Falta Justificada;0.0
91192;3;20260224;Falta Justificada;0.0
91193;4;20260224;Falta Justificada;0.0
91194;5;20260224;Presente;0.0
91195;1;20260225;Presente;0.0
91196;2;20260225;Presente;0.0
91197;3;20260225;Presente;0.0
91198;4;20260225;Presente;0.0
91199;5;20260225;Presente;0.0
91200;1;20260226;Atraso;3.2
91201;2;20260226;Falta Justificada;0.0
91202;3;20260226;Presente;0.0
91203;4;20260226;Presente;0.0
91204;5;20260226;Presente;0.0
91205;1;20260227;Atraso;1.8
91206;2;20260227;Presente;0.0
91207;3;20260227;Atraso;3.1
91208;4;20260227;Falta Justificada;0.0
91209;5;20260227;Presente;0.0
91210;1;20260228;Presente;0.0
91211;2;20260228;Falta Justificada;0.0
91212;3;20260228;Falta Justificada;0.0
91213;4;20260228;Presente;0.0
91214;5;20260228;Presente;0.0
