id_transacao;id_tempo;id_unidade;id_convenio;receita_bruta;valor_glosa_inicial;valor_glosa_recuperada;custos_operacionais;data_pagamento_prevista;data_pagamento_real
100000;20250701;3;3;17355.72;0.0;0.0;9362.35;2025-09-09;2025-09-09
100001;20250701;1;2;14265.78;0.0;0.0;7799.94;2025-08-24;
100002;20250702;2;1;9985.21;0.0;0.0;5320.04;2025-08-09;2025-08-23
100003;20250703;4;2;12512.36;2980.6;1606.14;7062.27;2025-08-29;2025-08-28
100004;20250703;3;3;4127.06;0.0;0.0;2022.68;2025-09-04;2025-09-19
100005;20250703;2;3;16381.92;0.0;0.0;7311.17;2025-09-12;2025-09-23
100006;20250704;2;2;15047.85;0.0;0.0;6293.74;2025-08-28;2025-09-04
100007;20250705;2;1;14225.93;3078.9;1690.89;7729.24;2025-08-15;2025-08-20
100008;20250706;1;3;12665.4;0.0;0.0;5868.29;2025-09-11;2025-09-23
100009;20250706;4;1;10501.89;0.0;0.0;4816.94;2025-08-17;2025-08-18
100010;20250706;4;1;17339.09;0.0;0.0;7933.09;2025-08-15;2025-08-14
100011;20250707;3;2;17722.29;0.0;0.0;7557.35;2025-09-01;2025-09-09
100012;20250708;5;2;2149.24;126.95;40.45;1287.79;2025-08-23;2025-08-27
100013;20250709;1;3;9078.36;0.0;0.0;3894.05;2025-09-17;2025-09-22
100014;20250710;1;3;12132.92;0.0;0.0;5777.46;2025-09-16;2025-09-22
100015;20250710;5;2;15291.88;2069.8;1309.26;7261.51;2025-09-05;2025-09-17
100016;20250710;3;3;13237.91;0.0;0.0;7719.94;2025-09-15;2025-09-21
100017;20250711;2;2;3853.67;0.0;0.0;1606.95;2025-08-27;2025-08-29
100018;20250711;4;2;15482.18;0.0;0.0;7824.49;2025-09-04;2025-09-08
100019;20250711;1;3;6200.55;0.0;0.0;3308.67;2025-09-14;2025-09-23
100020;20250712;2;3;6226.47;0.0;0.0;3436.86;2025-09-14;2025-09-29
100021;20250712;2;2;15080.71;0.0;0.0;7395.32;2025-09-06;2025-09-12
100022;20250713;3;1;11445.82;0.0;0.0;6390.57;2025-08-22;2025-09-04
100023;20250713;3;1;6079.67;0.0;0.0;3390.17;2025-08-18;2025-09-01
100024;20250714;5;2;12418.82;0.0;0.0;5222.34;2025-09-04;2025-09-04
100025;20250714;2;2;7526.06;0.0;0.0;3365.32;2025-09-05;
100026;20250715;3;3;6922.86;0.0;0.0;3268.43;2025-09-17;
100027;20250715;4;2;14996.68;0.0;0.0;8197.01;2025-09-07;2025-09-22
100028;20250715;2;1;20579.48;0.0;0.0;9508.03;2025-08-26;2025-09-09
100029;20250716;3;1;2975.12;0.0;0.0;1406.23;2025-08-18;2025-08-20
100030;20250716;5;1;8593.53;0.0;0.0;4121.52;2025-08-21;2025-08-25
100031;20250716;2;1;6610.21;0.0;0.0;3232.54;2025-08-20;2025-08-27
100032;20250717;3;3;3929.59;0.0;0.0;2331.24;2025-09-17;2025-09-15
100033;20250717;1;3;13051.3;0.0;0.0;5660.7;2025-09-24;2025-09-25
100034;20250718;5;2;5959.92;586.14;211.75;2919.88;2025-09-05;2025-09-03
100035;20250718;5;2;4616.33;0.0;0.0;2045.17;2025-09-04;2025-09-02
100036;20250719;1;3;12901.92;3048.38;1400.01;6174.74;2025-09-24;2025-09-30
100037;20250719;4;3;16203.98;0.0;0.0;8372.67;2025-09-28;2025-10-07
100038;20250719;2;2;13718.2;0.0;0.0;6781.2;2025-09-12;2025-09-10
100039;20250720;2;3;13358.06;0.0;0.0;5610.91;2025-09-30;2025-10-12
100040;20250720;4;2;10790.51;0.0;0.0;6275.62;2025-09-12;2025-09-27
100041;20250721;3;2;2326.99;0.0;0.0;971.16;2025-09-05;2025-09-07
100042;20250721;3;1;7688.93;0.0;0.0;3321.18;2025-08-25;2025-08-31
