id_escala;id_medico;id_tempo;status_presenca;horas_atraso
90000;1;20250701;Atraso;2.3
90001;2;20250701;Falta Justificada;0.0
90002;3;20250701;Falta Justificada;0.0
90003;4;20250701;Presente;0.0
90004;5;20250701;Presente;0.0
90005;1;20250702;Falta Justificada;0.0
90006;2;20250702;Presente;0.0
90007;3;20250702;Atraso;0.5
90008;4;20250702;Presente;0.0
90009;5;20250702;Presente;0.0
90010;1;20250703;Presente;0.0
90011;2;20250703;Falta Justificada;0.0
90012;3;20250703;Atraso;0.9
90013;4;20250703;Presente;0.0
90014;5;20250703;Presente;0.0
90015;1;20250704;Atraso;1.3
90016;2;20250704;Presente;0.0
90017;3;20250704;Presente;0.0
90018;4;20250704;Falta Justificada;0.0
90019;5;20250704;Atraso;2.3
90020;1;20250705;Presente;0.0
90021;2;20250705;Presente;0.0
90022;3;20250705;Presente;0.0
90023;4;20250705;Falta Justificada;0.0
90024;5;20250705;Presente;0.0
90025;1;20250706;Presente;0.0
90026;2;20250706;Falta Justificada;0.0
90027;3;20250706;Presente;0.0
90028;4;20250706;Atraso;1.6
90029;5;20250706;Presente;0.0
90030;1;20250707;Presente;0.0
90031;2;20250707;Atraso;1.3
90032;3;20250707;Falta Justificada;0.0
90033;4;20250707;Falta Justificada;0.0
90034;5;20250707;Falta Justificada;0.0
90035;1;20250708;Presente;0.0
90036;2;20250708;Falta Justificada;0.0
90037;3;20250708;Presente;0.0
90038;4;20250708;Presente;0.0
90039;5;20250708;Falta Justificada;0.0
90040;1;20250709;Falta Justificada;0.0
90041;2;20250709;Falta Justificada;0.0
90042;3;20250709;Atraso;3.4
90043;4;20250709;Presente;0.0
90044;5;20250709;Presente;0.0
90045;1;20250710;Presente;0.0
90046;2;20250710;Presente;0.0
90047;3;20250710;Presente;0.0
90048;4;20250710;Presente;0.0
90049;5;20250710;Presente;0.0
90050;1;20250711;Falta Justificada;0.0
90051;2;20250711;Presente;0.0
90052;3;20250711;Presente;0.0
90053;4;20250711;Presente;0.0
90054;5;20250711;Falta Justificada;0.0
90055;1;20250712;Presente;0.0
90056;2;20250712;Presente;0.0
90057;3;20250712;Atraso;2.4
90058;4;20250712;Atraso;2.0
90059;5;20250712;Presente;0.0
90060;1;20250713;Falta Justificada;0.0
90061;2;20250713;Presente;0.0
90062;3;20250713;Presente;0.0
90063;4;20250713;Atraso;2.1
90064;5;20250713;Presente;0.0
90065;1;20250714;Presente;0.0
90066;2;20250714;Presente;0.0
90067;3;20250714;Presente;0.0
90068;4;20250714;Falta Justificada;0.0
90069;5;20250714;Atraso;3.5
90070;1;20250715;Presente;0.0
90071;2;20250715;Presente;0.0
90072;3;20250715;Presente;0.0
90073;4;20250715;Atraso;2.1
90074;5;20250715;Falta Justificada;0.0
90075;1;20250716;Presente;0.0
90076;2;20250716;Falta Justificada;0.0
90077;3;20250716;Presente;0.0
90078;4;20250716;Presente;0.0
90079;5;20250716;Presente;0.0
90080;1;20250717;Presente;0.0
90081;2;20250717;Falta Justificada;0.0
90082;3;20250717;Falta Justificada;0.0
90083;4;20250717;Presente;0.0
90084;5;20250717;Atraso;1.7
90085;1;20250718;Falta Justificada;0.0
90086;2;20250718;Presente;0.0
90087;3;20250718;Presente;0.0
90088;4;20250718;Presente;0.0
90089;5;20250718;Presente;0.0
90090;1;20250719;Presente;0.0
90091;2;20250719;Presente;0.0
90092;3;20250719;Atraso;3.3
90093;4;20250719;Presente;0.0
90094;5;20250719;Presente;0.0
90095;1;20250720;Atraso;3.3
90096;2;20250720;Falta Justificada;0.0
90097;3;20250720;Presente;0.0
90098;4;20250720;Presente;0.0
90099;5;20250720;Presente;0.0
90100;1;20250721;Presente;0.0
90101;2;20250721;Falta Justificada;0.0
90102;3;20250721;Presente;0.0
90103;4;20250721;Falta Justificada;0.0
90104;5;20250721;Presente;0.0
90105;1;20250722;Presente;0.0
90106;2;20250722;Presente;0.0
90107;3;20250722;Presente;0.0
90108;4;20250722;Atraso;1.7
90109;5;20250722;Atraso;0.7
90110;1;20250723;Presente;0.0
90111;2;20250723;Atraso;1.2
90112;3;20250723;Presente;0.0
90113;4;20250723;Presente;0.0
90114;5;20250723;Atraso;3.5
90115;1;20250724;Presente;0.0
90116;2;20250724;Presente;0.0
90117;3;20250724;Presente;0.0
90118;4;20250724;Presente;0.0
90119;5;20250724;Atraso;2.7
90120;1;20250725;Presente;0.0
90121;2;20250725;Atraso;3.3
90122;3;20250725;Atraso;2.7
90123;4;20250725;Presente;0.0
90124;5;20250725;Presente;0.0
90125;1;20250726;Presente;0.0
90126;2;20250726;Atraso;3.4
90127;3;20250726;Presente;0.0
90128;4;20250726;Atraso;2.9
90129;5;20250726;Falta Justificada;0.0
90130;1;20250727;Presente;0.0
90131;2;20250727;Falta Justificada;0.0
90132;3;20250727;Atraso;1.5
90133;4;20250727;Falta Justificada;0.0
90134;5;20250727;Presente;0.0
90135;1;20250728;Presente;0.0
90136;2;20250728;Presente;0.0
90137;3;20250728;Presente;0.0
90138;4;20250728;Atraso;1.1
90139;5;20250728;Atraso;1.0
90140;1;20250729;Falta Justificada;0.0
90141;2;20250729;Presente;0.0
90142;3;20250729;Atraso;1.0
90143;4;20250729;Presente;0.0
90144;5;20250729;Presente;0.0
90145;1;20250730;Atraso;2.7
90146;2;20250730;Presente;0.0
90147;3;20250730;Atraso;2.0
90148;4;20250730;Atraso;0.8
90149;5;20250730;Atraso;3.0
90150;1;20250731;Falta Justificada;0.0
90151;2;20250731;Presente;0.0
90152;3;20250731;Falta Justificada;0.0
90153;4;20250731;Presente;0.0
90154;5;20250731;Presente;0.0
