id_registro;id_medico;id_tempo;id_protocolo;aderente_ao_protocolo;tempo_fechamento_prontuario_min
80469;5;20260301;4;True;81.3
80470;2;20260301;2;True;43.4
80471;1;20260301;2;True;37.3
80472;4;20260302;4;True;29.9
80473;3;20260302;1;True;17.1
80474;5;20260302;4;False;53.9
80475;1;20260303;2;True;28.3
80476;3;20260304;3;True;14.4
80477;5;20260304;4;True;40.8
80478;3;20260304;4;True;63.0
80479;2;20260305;1;True;17.9
80480;5;20260305;3;False;72.7
80481;3;20260305;2;True;11.5
80482;5;20260306;4;False;67.3
80483;1;20260307;1;True;42.4
80484;2;20260308;2;False;43.2
80485;5;20260308;1;False;52.3
80486;5;20260308;1;True;21.1
80487;1;20260309;4;True;30.4
80488;5;20260309;2;True;50.4
80489;3;20260310;3;False;31.7
80490;3;20260310;2;True;17.0
80491;2;20260310;1;False;17.0
80492;3;20260311;1;True;14.9
80493;2;20260311;4;True;74.8
80494;1;20260312;2;True;70.8
80495;1;20260313;4;True;83.8
80496;1;20260313;2;True;85.8
80497;2;20260313;1;True;66.0
80498;1;20260314;3;False;62.3
80499;2;20260314;4;True;48.1
80500;2;20260315;3;True;11.2
80501;1;20260315;1;True;76.3
80502;1;20260316;1;True;76.6
80503;4;20260316;1;True;53.1
80504;3;20260317;1;True;28.7
80505;1;20260317;2;True;58.9
80506;2;20260318;2;True;85.2
80507;3;20260318;4;True;44.1
80508;3;20260318;2;True;53.2
80509;3;20260319;2;True;66.2
80510;5;20260320;4;True;41.6
80511;5;20260320;2;True;71.9
80512;5;20260321;3;True;18.3
80513;2;20260322;1;True;69.9
80514;4;20260322;2;True;15.9
80515;1;20260323;3;False;23.9
80516;3;20260323;4;True;16.1
80517;3;20260324;1;True;5.5
80518;2;20260324;4;True;37.8
80519;4;20260324;3;True;53.4
80520;5;20260325;2;True;42.2
80521;3;20260326;3;False;61.6
80522;1;20260327;2;False;18.7
80523;3;20260327;4;True;26.1
80524;3;20260327;3;False;43.3
80525;3;20260328;4;True;37.4
80526;4;20260328;3;False;65.1
80527;1;20260329;4;True;80.6
80528;2;20260329;2;True;16.3
80529;1;20260329;4;True;36.0
80530;4;20260330;1;True;59.6
80531;1;20260330;2;True;31.9
80532;1;20260331;4;True;19.7
80533;4;20260331;2;True;67.9
80534;3;20260331;1;True;44.5
