id_escala;id_medico;id_tempo;status_presenca;horas_atraso
90460;1;20251001;Falta Justificada;0.0
90461;2;20251001;Presente;0.0
90462;3;20251001;Presente;0.0
90463;4;20251001;Atraso;1.8
90464;5;20251001;Falta Justificada;0.0
90465;1;20251002;Presente;0.0
90466;2;20251002;Falta Justificada;0.0
90467;3;20251002;Presente;0.0
90468;4;20251002;Atraso;0.7
90469;5;20251002;Presente;0.0
90470;1;20251003;Presente;0.0
90471;2;20251003;Atraso;2.6
90472;3;20251003;Presente;0.0
90473;4;20251003;Presente;0.0
90474;5;20251003;Presente;0.0
90475;1;20251004;Presente;0.0
90476;2;20251004;Presente;0.0
90477;3;20251004;Presente;0.0
90478;4;20251004;Falta Justificada;0.0
90479;5;20251004;Presente;0.0
90480;1;20251005;Falta Justificada;0.0
90481;2;20251005;Presente;0.0
90482;3;20251005;Presente;0.0
90483;4;20251005;Presente;0.0
90484;5;20251005;Falta Justificada;0.0
90485;1;20251006;Presente;0.0
90486;2;20251006;Falta Justificada;0.0
90487;3;20251006;Presente;0.0
90488;4;20251006;Falta Justificada;0.0
90489;5;20251006;Falta Justificada;0.0
90490;1;20251007;Presente;0.0
90491;2;20251007;Falta Justificada;0.0
90492;3;20251007;Presente;0.0
90493;4;20251007;Presente;0.0
90494;5;20251007;Presente;0.0
90495;1;20251008;Falta Justificada;0.0
90496;2;20251008;Presente;0.0
90497;3;20251008;Presente;0.0
90498;4;20251008;Presente;0.0
90499;5;20251008;Presente;0.0
90500;1;20251009;Presente;0.0
90501;2;20251009;Presente;0.0
90502;3;20251009;Falta Justificada;0.0
90503;4;20251009;Atraso;3.3
90504;5;20251009;Presente;0.0
90505;1;20251010;Presente;0.0
90506;2;20251010;Falta Justificada;0.0
90507;3;20251010;Presente;0.0
90508;4;20251010;Atraso;0.8
90509;5;20251010;Presente;0.0
90510;1;20251011;Presente;0.0
90511;2;20251011;Presente;0.0
90512;3;20251011;Atraso;3.1
90513;4;20251011;Presente;0.0
90514;5;20251011;Presente;0.0
90515;1;20251012;Atraso;2.1
90516;2;20251012;Presente;0.0
90517;3;20251012;Atraso;2.1
90518;4;20251012;Presente;0.0
90519;5;20251012;Atraso;3.2
90520;1;20251013;Presente;0.0
90521;2;20251013;Presente;0.0
90522;3;20251013;Atraso;1.4
90523;4;20251013;Presente;0.0
90524;5;20251013;Presente;0.0
90525;1;20251014;Presente;0.0
90526;2;20251014;Presente;0.0
90527;3;20251014;Atraso;3.2
90528;4;20251014;Falta Justificada;0.0
90529;5;20251014;Presente;0.0
90530;1;20251015;Falta Justificada;0.0
90531;2;20251015;Presente;0.0
90532;3;20251015;Falta Justificada;0.0
90533;4;20251015;Falta Justificada;0.0
90534;5;20251015;Atraso;2.3
90535;1;20251016;Presente;0.0
90536;2;20251016;Presente;0.0
90537;3;20251016;Presente;0.0
90538;4;20251016;Presente;0.0
90539;5;20251016;Atraso;2.4
90540;1;20251017;Presente;0.0
90541;2;20251017;Presente;0.0
90542;3;20251017;Presente;0.0
90543;4;20251017;Presente;0.0
90544;5;20251017;Presente;0.0
90545;1;20251018;Atraso;3.4
90546;2;20251018;Atraso;3.1
90547;3;20251018;Falta Justificada;0.0
90548;4;20251018;Presente;0.0
90549;5;20251018;Presente;0.0
90550;1;20251019;Presente;0.0
90551;2;20251019;Atraso;1.7
90552;3;20251019;Atraso;2.4
90553;4;20251019;Presente;0.0
90554;5;20251019;Presente;0.0
90555;1;20251020;Presente;0.0
90556;2;20251020;Presente;0.0
90557;3;20251020;Falta Justificada;0.0
90558;4;20251020;Atraso;3.5
90559;5;20251020;Presente;0.0
90560;1;20251021;Presente;0.0
90561;2;20251021;Presente;0.0
90562;3;20251021;Presente;0.0
90563;4;20251021;Falta Justificada;0.0
90564;5;20251021;Atraso;0.7
90565;1;20251022;Falta Justificada;0.0
90566;2;20251022;Presente;0.0
90567;3;20251022;Presente;0.0
90568;4;20251022;Falta Justificada;0.0
90569;5;20251022;Falta Justificada;0.0
90570;1;20251023;Presente;0.0
90571;2;20251023;Atraso;2.7
90572;3;20251023;Presente;0.0
90573;4;20251023;Presente;0.0
90574;5;20251023;Falta Justificada;0.0
90575;1;20251024;Atraso;1.7
90576;2;20251024;Presente;0.0
90577;3;20251024;Presente;0.0
90578;4;20251024;Presente;0.0
90579;5;20251024;Presente;0.0
90580;1;20251025;Atraso;2.4
90581;2;20251025;Presente;0.0
90582;3;20251025;Atraso;2.3
90583;4;20251025;Presente;0.0
90584;5;20251025;Presente;0.0
90585;1;20251026;Falta Justificada;0.0
90586;2;20251026;Presente;0.0
90587;3;20251026;Presente;0.0
90588;4;20251026;Presente;0.0
90589;5;20251026;Presente;0.0
90590;1;20251027;Atraso;3.4
90591;2;20251027;Presente;0.0
90592;3;20251027;Atraso;3.2
90593;4;20251027;Presente;0.0
90594;5;20251027;Presente;0.0
90595;1;20251028;Atraso;2.9
90596;2;20251028;Presente;0.0
90597;3;20251028;Atraso;2.1
90598;4;20251028;Presente;0.0
90599;5;20251028;Presente;0.0
90600;1;20251029;Falta Justificada;0.0
90601;2;20251029;Presente;0.0
90602;3;20251029;Presente;0.0
90603;4;20251029;Presente;0.0
90604;5;20251029;Falta Justificada;0.0
90605;1;20251030;Presente;0.0
90606;2;20251030;Falta Justificada;0.0
90607;3;20251030;Presente;0.0
90608;4;20251030;Atraso;2.5
90609;5;20251030;Atraso;1.2
90610;1;20251031;Atraso;0.9
90611;2;20251031;Falta Justificada;0.0
90612;3;20251031;Presente;0.0
90613;4;20251031;Presente;0.0
90614;5;20251031;Presente;0.0
