id_transacao;id_tempo;id_unidade;id_convenio;receita_bruta;valor_glosa_inicial;valor_glosa_recuperada;custos_operacionais;data_pagamento_prevista;data_pagamento_real
100176;20251001;4;3;4169.03;0.0;0.0;1925.48;2025-12-03;
100177;20251002;4;1;17489.56;0.0;0.0;7283.46;2025-11-13;2025-11-26
100178;20251002;3;2;16695.29;0.0;0.0;8062.14;2025-11-26;2025-12-05
100179;20251002;5;3;2701.83;469.04;281.52;1161.38;2025-12-02;
100180;20251003;2;1;5462.68;0.0;0.0;2699.58;2025-11-08;2025-11-06
100181;20251003;4;2;3525.39;207.41;75.48;2024.76;2025-11-20;2025-11-28
100182;20251004;3;3;3074.79;0.0;0.0;1232.45;2025-12-05;2025-12-07
100183;20251005;4;2;3325.31;0.0;0.0;1918.98;2025-11-21;2025-12-06
100184;20251005;3;3;1933.97;0.0;0.0;804.22;2025-12-05;2025-12-11
100185;20251005;1;3;2570.31;0.0;0.0;1210.85;2025-12-05;2025-12-18
100186;20251006;3;1;10258.02;0.0;0.0;5531.19;2025-11-15;2025-11-12
100187;20251006;2;1;7112.74;0.0;0.0;3844.58;2025-11-12;
100188;20251006;3;3;7640.52;0.0;0.0;3691.42;2025-12-09;2025-12-24
100189;20251007;5;3;14652.47;0.0;0.0;8302.33;2025-12-15;2025-12-23
100190;20251007;3;2;9709.04;0.0;0.0;5813.32;2025-12-01;2025-12-04
100191;20251008;5;2;14273.47;0.0;0.0;7132.14;2025-12-01;2025-12-02
100192;20251009;4;3;13510.33;0.0;0.0;7770.64;2025-12-15;
100193;20251009;3;1;8787.9;0.0;0.0;4601.67;2025-11-13;2025-11-21
100194;20251010;1;3;4628.0;0.0;0.0;2679.0;2025-12-11;2025-12-25
100195;20251010;1;3;12081.23;0.0;0.0;5055.39;2025-12-18;2025-12-19
100196;20251011;5;1;8306.02;1394.79;452.37;4807.94;2025-11-15;2025-11-18
100197;20251011;3;2;4100.57;0.0;0.0;2029.97;2025-11-27;2025-11-28
100198;20251012;4;2;14814.74;0.0;0.0;8747.11;2025-12-05;2025-12-03
100199;20251012;3;3;5208.09;0.0;0.0;2866.94;2025-12-14;2025-12-14
100200;20251013;3;3;7865.41;0.0;0.0;3768.01;2025-12-17;2025-12-18
100201;20251014;5;2;3954.93;0.0;0.0;1722.12;2025-11-30;2025-11-27
100202;20251014;2;2;9904.76;0.0;0.0;5356.59;2025-12-09;2025-12-06
100203;20251015;4;2;9292.28;0.0;0.0;4584.04;2025-12-07;2025-12-05
100204;20251015;3;1;7328.14;0.0;0.0;3023.36;2025-11-21;2025-11-18
100205;20251015;4;1;6653.0;0.0;0.0;3677.91;2025-11-18;2025-12-03
100206;20251016;3;3;13765.33;0.0;0.0;7084.22;2025-12-23;2025-12-28
100207;20251016;5;1;3192.23;0.0;0.0;1495.82;2025-11-18;2025-11-15
100208;20251017;4;1;6854.34;356.28;170.64;3502.14;2025-11-20;2025-12-01
100209;20251018;5;3;6599.3;0.0;0.0;3028.0;2025-12-21;2025-12-25
100210;20251019;5;2;1817.02;0.0;0.0;792.06;2025-12-04;2025-12-03
100211;20251020;4;1;4802.3;0.0;0.0;2660.6;2025-11-23;2025-11-26
100212;20251020;2;2;5157.29;0.0;0.0;2866.05;2025-12-07;2025-12-14
100213;20251021;2;1;12378.08;0.0;0.0;5121.46;2025-11-29;
100214;20251022;4;3;10884.44;0.0;0.0;5210.49;2025-12-31;2026-01-04
100215;20251022;5;2;8758.98;484.75;300.27;4687.14;2025-12-14;2025-12-21
100216;20251023;2;3;13942.09;0.0;0.0;7574.49;2025-12-30;2026-01-08
100217;20251024;1;1;9097.77;0.0;0.0;4774.34;2025-11-29;2025-12-02
100218;20251025;4;1;5108.35;0.0;0.0;2082.07;2025-11-29;2025-12-10
100219;20251026;3;3;10917.44;0.0;0.0;6449.49;2026-01-02;2026-01-11
100220;20251026;3;3;9934.81;0.0;0.0;4350.7;2026-01-01;2026-01-14
100221;20251026;1;2;20028.07;0.0;0.0;11021.76;2025-12-21;2026-01-02
100222;20251027;5;3;21083.02;3468.63;2423.76;11866.49;2026-01-07;2026-01-10
100223;20251027;5;3;2918.66;0.0;0.0;1460.86;2025-12-28;2026-01-12
100224;20251028;3;3;13034.71;0.0;0.0;7756.45;2026-01-06;2026-01-06
100225;20251028;4;2;14087.48;0.0;0.0;7708.14;2025-12-20;2025-12-24
100226;20251029;3;3;10202.49;1921.71;1414.32;5982.29;2026-01-03;2026-01-02
100227;20251030;3;1;12963.19;2373.17;1662.75;7007.81;2025-12-08;2025-12-14
100228;20251030;4;2;12132.43;0.0;0.0;6910.8;2025-12-26;2025-12-30
100229;20251031;1;2;18453.34;0.0;0.0;7589.24;2025-12-27;2026-01-08
