id_escala;id_medico;id_tempo;status_presenca;horas_atraso
90615;1;20251101;Presente;0.0
90616;2;20251101;Falta Justificada;0.0
90617;3;20251101;Falta Justificada;0.0
90618;4;20251101;Atraso;1.2
90619;5;20251101;Atraso;2.2
90620;1;20251102;Falta Justificada;0.0
90621;2;20251102;Presente;0.0
90622;3;20251102;Presente;0.0
90623;4;20251102;Presente;0.0
90624;5;20251102;Presente;0.0
90625;1;20251103;Presente;0.0
90626;2;20251103;Presente;0.0
90627;3;20251103;Presente;0.0
90628;4;20251103;Presente;0.0
90629;5;20251103;Presente;0.0
90630;1;20251104;Atraso;3.2
90631;2;20251104;Presente;0.0
90632;3;20251104;Presente;0.0
90633;4;20251104;Presente;0.0
90634;5;20251104;Presente;0.0
90635;1;20251105;Falta Justificada;0.0
90636;2;20251105;Presente;0.0
90637;3;20251105;Presente;0.0
90638;4;20251105;Falta Justificada;0.0
90639;5;20251105;Presente;0.0
90640;1;20251106;Presente;0.0
90641;2;20251106;Falta Justificada;0.0
90642;3;20251106;Atraso;2.8
90643;4;20251106;Presente;0.0
90644;5;20251106;Presente;0.0
90645;1;20251107;Presente;0.0
90646;2;20251107;Presente;0.0
90647;3;20251107;Presente;0.0
90648;4;20251107;Presente;0.0
90649;5;20251107;Presente;0.0
90650;1;20251108;Presente;0.0
90651;2;20251108;Presente;0.0
90652;3;20251108;Presente;0.0
90653;4;20251108;Falta Justificada;0.0
90654;5;20251108;Presente;0.0
90655;1;20251109;Presente;0.0
90656;2;20251109;Presente;0.0
90657;3;20251109;Presente;0.0
90658;4;20251109;Falta Justificada;0.0
90659;5;20251109;Presente;0.0
90660;1;20251110;Presente;0.0
90661;2;20251110;Presente;0.0
90662;3;20251110;Falta Justificada;0.0
90663;4;20251110;Presente;0.0
90664;5;20251110;Presente;0.0
90665;1;20251111;Falta Justificada;0.0
90666;2;20251111;Falta Justificada;0.0
90667;3;20251111;Presente;0.0
90668;4;20251111;Presente;0.0
90669;5;20251111;Presente;0.0
90670;1;20251112;Presente;0.0
90671;2;20251112;Presente;0.0
90672;3;20251112;Presente;0.0
90673;4;20251112;Presente;0.0
90674;5;20251112;Presente;0.0
90675;1;20251113;Presente;0.0
90676;2;20251113;Presente;0.0
90677;3;20251113;Presente;0.0
90678;4;20251113;Atraso;1.6
90679;5;20251113;Presente;0.0
90680;1;20251114;Atraso;3.2
90681;2;20251114;Presente;0.0
90682;3;20251114;Presente;0.0
90683;4;20251114;Presente;0.0
90684;5;20251114;Presente;0.0
90685;1;20251115;Falta Justificada;0.0
90686;2;20251115;Atraso;2.8
90687;3;20251115;Atraso;1.6
90688;4;20251115;Presente;0.0
90689;5;20251115;Presente;0.0
90690;1;20251116;Presente;0.0
90691;2;20251116;Falta Justificada;0.0
90692;3;20251116;Presente;0.0
90693;4;20251116;Presente;0.0
90694;5;20251116;Presente;0.0
90695;1;20251117;Presente;0.0
90696;2;20251117;Falta Justificada;0.0
90697;3;20251117;Presente;0.0
90698;4;20251117;Presente;0.0
90699;5;20251117;Presente;0.0
90700;1;20251118;Atraso;2.0
90701;2;20251118;Presente;0.0
90702;3;20251118;Presente;0.0
90703;4;20251118;Presente;0.0
90704;5;20251118;Presente;0.0
90705;1;20251119;Atraso;3.0
90706;2;20251119;Falta Justificada;0.0
90707;3;20251119;Atraso;1.6
90708;4;20251119;Presente;0.0
90709;5;20251119;Presente;0.0
90710;1;20251120;Presente;0.0
90711;2;20251120;Presente;0.0
90712;3;20251120;Presente;0.0
90713;4;20251120;Presente;0.0
90714;5;20251120;Atraso;1.5
90715;1;20251121;Presente;0.0
90716;2;20251121;Presente;0.0
90717;3;20251121;Presente;0.0
90718;4;20251121;Presente;0.0
90719;5;20251121;Atraso;3.2
90720;1;20251122;Presente;0.0
90721;2;20251122;Presente;0.0
90722;3;20251122;Presente;0.0
90723;4;20251122;Presente;0.0
90724;5;20251122;Presente;0.0
90725;1;20251123;Presente;0.0
90726;2;20251123;Falta Justificada;0.0
90727;3;20251123;Presente;0.0
90728;4;20251123;Presente;0.0
90729;5;20251123;Presente;0.0
90730;1;20251124;Atraso;3.4
90731;2;20251124;Presente;0.0
90732;3;20251124;Presente;0.0
90733;4;20251124;Presente;0.0
90734;5;20251124;Presente;0.0
90735;1;20251125;Falta Justificada;0.0
90736;2;20251125;Presente;0.0
90737;3;20251125;Atraso;1.1
90738;4;20251125;Presente;0.0
90739;5;20251125;Presente;0.0
90740;1;20251126;Presente;0.0
90741;2;20251126;Falta Justificada;0.0
90742;3;20251126;Presente;0.0
90743;4;20251126;Presente;0.0
90744;5;20251126;Presente;0.0
90745;1;20251127;Presente;0.0
90746;2;20251127;Presente;0.0
90747;3;20251127;Presente;0.0
90748;4;20251127;Presente;0.0
90749;5;20251127;Presente;0.0
90750;1;20251128;Atraso;1.6
90751;2;20251128;Atraso;3.2
90752;3;20251128;Presente;0.0
90753;4;20251128;Presente;0.0
90754;5;20251128;Presente;0.0
90755;1;20251129;Presente;0.0
90756;2;20251129;Presente;0.0
90757;3;20251129;Presente;0.0
90758;4;20251129;Presente;0.0
90759;5;20251129;Presente;0.0
90760;1;20251130;Atraso;2.5
90761;2;20251130;Presente;0.0
90762;3;20251130;Presente;0.0
90763;4;20251130;Presente;0.0
90764;5;20251130;Atraso;1.7
