id_transacao;id_tempo;id_unidade;id_convenio;receita_bruta;valor_glosa_inicial;valor_glosa_recuperada;custos_operacionais;data_pagamento_prevista;data_pagamento_real
100230;20251101;5;2;5017.49;0.0;0.0;2805.0;2025-12-21;2025-12-18
100231;20251101;5;3;13011.73;1814.44;829.47;5306.56;2026-01-08;2026-01-10
100232;20251101;4;2;13832.42;0.0;0.0;7129.43;2025-12-25;2026-01-07
100233;20251102;5;2;10781.24;0.0;0.0;5031.64;2025-12-24;2025-12-28
100234;20251102;4;1;8832.85;0.0;0.0;5205.22;2025-12-07;2025-12-15
100235;20251103;5;1;7523.38;737.35;255.73;3875.02;2025-12-08;2025-12-14
100236;20251103;1;3;11355.55;0.0;0.0;6043.82;2026-01-11;2026-01-24
100237;20251103;3;2;5842.14;0.0;0.0;2966.78;2025-12-21;2025-12-21
100238;20251104;4;1;7507.48;0.0;0.0;3662.68;2025-12-08;2025-12-18
100239;20251105;3;3;7958.02;0.0;0.0;3366.27;2026-01-11;2026-01-15
100240;20251105;2;1;3913.74;514.5;233.18;2061.22;2025-12-09;2025-12-16
100241;20251106;5;1;11515.82;0.0;0.0;4883.52;2025-12-18;2025-12-21
100242;20251106;2;3;13680.31;0.0;0.0;7807.18;2026-01-17;2026-01-25
100243;20251107;5;2;15782.55;0.0;0.0;6853.13;2026-01-01;2026-01-05
100244;20251107;1;3;5265.48;0.0;0.0;2193.86;2026-01-09;2026-01-23
100245;20251107;2;2;7380.1;0.0;0.0;3765.15;2025-12-26;2025-12-30
100246;20251108;5;3;21866.13;4461.2;1935.39;12851.15;2026-01-19;2026-01-16
100247;20251109;2;2;10997.41;0.0;0.0;6450.82;2025-12-30;2025-12-29
100248;20251110;5;2;11315.57;0.0;0.0;6362.27;2026-01-02;2026-01-01
100249;20251110;3;1;1205.87;292.32;190.59;573.38;2025-12-11;2025-12-21
100250;20251111;5;2;15595.72;0.0;0.0;9105.25;2026-01-06;2026-01-10
100251;20251112;5;1;2430.67;398.69;128.55;1451.84;2025-12-14;2025-12-12
100252;20251112;4;1;7137.91;0.0;0.0;3574.06;2025-12-18;2025-12-19
100253;20251112;3;1;17194.02;0.0;0.0;9127.34;2025-12-22;2025-12-24
100254;20251113;4;2;7416.74;0.0;0.0;3561.43;2026-01-05;2026-01-06
100255;20251114;2;3;11838.99;1668.3;955.17;6981.53;2026-01-20;2026-01-23
100256;20251114;4;2;4226.84;0.0;0.0;2072.35;2026-01-02;2026-01-05
100257;20251114;4;3;5806.55;1199.72;718.11;2412.98;2026-01-17;2026-01-18
100258;20251115;3;2;1914.05;0.0;0.0;1082.66;2025-12-31;2026-01-07
100259;20251116;1;3;18870.38;0.0;0.0;8812.81;2026-01-26;
100260;20251116;2;3;18662.89;0.0;0.0;9822.06;2026-01-26;2026-01-31
100261;20251117;1;2;19340.65;2878.84;1383.85;10978.97;2026-01-12;2026-01-24
100262;20251118;1;3;5405.77;0.0;0.0;3036.97;2026-01-20;2026-01-29
100263;20251119;3;1;6017.43;0.0;0.0;3269.63;2025-12-26;2026-01-10
100264;20251120;3;2;9070.08;0.0;0.0;4584.95;2026-01-14;2026-01-11
100265;20251120;4;1;15137.68;0.0;0.0;6366.13;2025-12-29;2025-12-26
100266;20251121;5;3;15159.77;3081.08;2020.24;7134.22;2026-01-31;2026-02-04
100267;20251121;1;1;15801.75;0.0;0.0;8893.21;2026-01-02;2026-01-15
100268;20251122;4;1;13516.21;0.0;0.0;6308.66;2026-01-02;2026-01-10
100269;20251122;2;3;4449.49;0.0;0.0;1878.65;2026-01-25;2026-01-23
100270;20251123;1;1;12952.05;2730.01;1277.2;6451.84;2025-12-31;2026-01-14
100271;20251123;4;1;13484.3;2016.8;851.46;7392.13;2026-01-01;
100272;20251124;5;2;7224.74;770.18;459.44;2966.76;2026-01-16;2026-01-26
100273;20251124;3;1;9329.57;0.0;0.0;4823.81;2025-12-29;2026-01-02
100274;20251125;5;2;15835.41;0.0;0.0;6417.85;2026-01-21;2026-01-20
100275;20251126;1;3;16886.35;0.0;0.0;8876.27;2026-02-05;2026-02-02
100276;20251126;1;2;2349.31;0.0;0.0;1123.31;2026-01-12;2026-01-18
100277;20251126;5;1;9213.27;0.0;0.0;4896.79;2026-01-04;2026-01-18
100278;20251127;5;3;5607.16;0.0;0.0;3125.09;2026-01-30;2026-02-05
100279;20251127;3;2;8508.13;1672.49;695.51;4535.28;2026-01-20;2026-02-01
100280;20251127;5;1;3797.1;0.0;0.0;2049.47;2025-12-29;2026-01-13
100281;20251128;1;1;3152.98;0.0;0.0;1402.46;2025-12-30;2026-01-04
100282;20251128;3;2;15232.32;2045.41;818.69;8798.27;2026-01-22;2026-01-25
100283;20251129;4;2;14158.96;0.0;0.0;6872.29;2026-01-22;2026-02-02
100284;20251130;5;1;10198.55;0.0;0.0;4701.41;2026-01-05;2026-01-05
100285;20251130;4;2;1777.97;0.0;0.0;1005.33;2026-01-15;2026-01-20
100286;20251130;2;2;7648.9;0.0;0.0;4213.75;2026-01-18;2026-01-23
