id_escala;id_medico;id_tempo;status_presenca;horas_atraso
90155;1;20250801;Presente;0.0
90156;2;20250801;Falta Justificada;0.0
90157;3;20250801;Presente;0.0
90158;4;20250801;Presente;0.0
90159;5;20250801;Presente;0.0
90160;1;20250802;Atraso;0.7
90161;2;20250802;Presente;0.0
90162;3;20250802;Presente;0.0
90163;4;20250802;Presente;0.0
90164;5;20250802;Presente;0.0
90165;1;20250803;Falta Justificada;0.0
90166;2;20250803;Falta Justificada;0.0
90167;3;20250803;Presente;0.0
90168;4;20250803;Presente;0.0
90169;5;20250803;Falta Justificada;0.0
90170;1;20250804;Falta Justificada;0.0
90171;2;20250804;Falta Justificada;0.0
90172;3;20250804;Presente;0.0
90173;4;20250804;Presente;0.0
90174;5;20250804;Presente;0.0
90175;1;20250805;Presente;0.0
90176;2;20250805;Presente;0.0
90177;3;20250805;Falta Justificada;0.0
90178;4;20250805;Presente;0.0
90179;5;20250805;Presente;0.0
90180;1;20250806;Presente;0.0
90181;2;20250806;Presente;0.0
90182;3;20250806;Presente;0.0
90183;4;20250806;Presente;0.0
90184;5;20250806;Presente;0.0
90185;1;20250807;Presente;0.0
90186;2;20250807;Presente;0.0
90187;3;20250807;Presente;0.0
90188;4;20250807;Falta Justificada;0.0
90189;5;20250807;Presente;0.0
90190;1;20250808;Presente;0.0
90191;2;20250808;Presente;0.0
90192;3;20250808;Presente;0.0
90193;4;20250808;Presente;0.0
90194;5;20250808;Presente;0.0
90195;1;20250809;Presente;0.0
90196;2;20250809;Presente;0.0
90197;3;20250809;Atraso;3.1
90198;4;20250809;Presente;0.0
90199;5;20250809;Presente;0.0
90200;1;20250810;Presente;0.0
90201;2;20250810;Presente;0.0
90202;3;20250810;Atraso;1.8
90203;4;20250810;Presente;0.0
90204;5;20250810;Atraso;2.2
90205;1;20250811;Falta Justificada;0.0
90206;2;20250811;Atraso;1.0
90207;3;20250811;Presente;0.0
90208;4;20250811;Presente;0.0
90209;5;20250811;Presente;0.0
90210;1;20250812;Presente;0.0
90211;2;20250812;Presente;0.0
90212;3;20250812;Falta Justificada;0.0
90213;4;20250812;Presente;0.0
90214;5;20250812;Presente;0.0
90215;1;20250813;Presente;0.0
90216;2;20250813;Presente;0.0
90217;3;20250813;Presente;0.0
90218;4;20250813;Atraso;0.7
90219;5;20250813;Falta Justificada;0.0
90220;1;20250814;Falta Justificada;0.0
90221;2;20250814;Falta Justificada;0.0
90222;3;20250814;Presente;0.0
90223;4;20250814;Presente;0.0
90224;5;20250814;Presente;0.0
90225;1;20250815;Presente;0.0
90226;2;20250815;Presente;0.0
90227;3;20250815;Presente;0.0
90228;4;20250815;Presente;0.0
90229;5;20250815;Falta Justificada;0.0
90230;1;20250816;Presente;0.0
90231;2;20250816;Atraso;2.6
90232;3;20250816;Falta Justificada;0.0
90233;4;20250816;Atraso;1.4
90234;5;20250816;Falta Justificada;0.0
90235;1;20250817;Presente;0.0
90236;2;20250817;Presente;0.0
90237;3;20250817;Presente;0.0
90238;4;20250817;Presente;0.0
90239;5;20250817;Falta Justificada;0.0
90240;1;20250818;Presente;0.0
90241;2;20250818;Presente;0.0
90242;3;20250818;Atraso;0.7
90243;4;20250818;Presente;0.0
90244;5;20250818;Presente;0.0
90245;1;20250819;Presente;0.0
90246;2;20250819;Presente;0.0
90247;3;20250819;Atraso;3.0
90248;4;20250819;Presente;0.0
90249;5;20250819;Presente;0.0
90250;1;20250820;Presente;0.0
90251;2;20250820;Presente;0.0
90252;3;20250820;Presente;0.0
90253;4;20250820;Presente;0.0
90254;5;20250820;Presente;0.0
90255;1;20250821;Presente;0.0
90256;2;20250821;Falta Justificada;0.0
90257;3;20250821;Atraso;2.4
90258;4;20250821;Presente;0.0
90259;5;20250821;Falta Justificada;0.0
90260;1;20250822;Presente;0.0
90261;2;20250822;Atraso;3.0
90262;3;20250822;Presente;0.0
90263;4;20250822;Atraso;2.5
90264;5;20250822;Presente;0.0
90265;1;20250823;Presente;0.0
90266;2;20250823;Presente;0.0
90267;3;20250823;Presente;0.0
90268;4;20250823;Presente;0.0
90269;5;20250823;Presente;0.0
90270;1;20250824;Presente;0.0
90271;2;20250824;Atraso;1.7
90272;3;20250824;Presente;0.0
90273;4;20250824;Atraso;2.3
90274;5;20250824;Falta Justificada;0.0
90275;1;20250825;Falta Justificada;0.0
90276;2;20250825;Falta Justificada;0.0
90277;3;20250825;Presente;0.0
90278;4;20250825;Presente;0.0
90279;5;20250825;Presente;0.0
90280;1;20250826;Atraso;1.3
90281;2;20250826;Presente;0.0
90282;3;20250826;Presente;0.0
90283;4;20250826;Atraso;1.5
90284;5;20250826;Presente;0.0
90285;1;20250827;Falta Justificada;0.0
90286;2;20250827;Presente;0.0
90287;3;20250827;Presente;0.0
90288;4;20250827;Falta Justificada;0.0
90289;5;20250827;Atraso;2.2
90290;1;20250828;Falta Justificada;0.0
90291;2;20250828;Presente;0.0
90292;3;20250828;Presente;0.0
90293;4;20250828;Atraso;3.0
90294;5;20250828;Presente;0.0
90295;1;20250829;Atraso;1.2
90296;2;20250829;Presente;0.0
90297;3;20250829;Atraso;1.6
90298;4;20250829;Presente;0.0
90299;5;20250829;Atraso;1.8
90300;1;20250830;Presente;0.0
90301;2;20250830;Presente;0.0
90302;3;20250830;Presente;0.0
90303;4;20250830;Presente;0.0
90304;5;20250830;Presente;0.0
90305;1;20250831;Presente;0.0
90306;2;20250831;Falta Justificada;0.0
90307;3;20250831;Atraso;2.9
90308;4;20250831;Presente;0.0
90309;5;20250831;Presente;0.0
