id_movimentacao;id_medicamento;id_tempo;id_unidade;quantidade_saida;saldo_atual
30930;1;20250801;1;8;603
30931;1;20250801;2;25;554
30932;1;20250801;3;14;530
30933;1;20250801;4;11;627
30934;1;20250801;5;22;580
30935;2;20250801;1;3;576
30936;2;20250801;2;9;587
30937;2;20250801;3;17;510
30938;2;20250801;4;14;584
30939;2;20250801;5;5;628
30940;3;20250801;1;9;573
30941;3;20250801;2;17;526
30942;3;20250801;3;22;532
30943;3;20250801;4;21;545
30944;3;20250801;5;4;517
30945;4;20250801;1;18;514
30946;4;20250801;2;2;548
30947;4;20250801;3;13;563
30948;4;20250801;4;12;584
30949;4;20250801;5;6;588
30950;5;20250801;1;14;551
30951;5;20250801;2;20;559
30952;5;20250801;3;15;490
30953;5;20250801;4;13;584
30954;5;20250801;5;19;576
30955;6;20250801;1;23;526
30956;6;20250801;2;7;559
30957;6;20250801;3;17;652
30958;6;20250801;4;4;626
30959;6;20250801;5;2;559
30960;1;20250802;1;13;590
30961;1;20250802;2;6;548
30962;1;20250802;3;25;505
30963;1;20250802;4;10;617
30964;1;20250802;5;25;555
30965;2;20250802;1;5;571
30966;2;20250802;2;2;585
30967;2;20250802;3;12;498
30968;2;20250802;4;15;569
30969;2;20250802;5;10;618
30970;3;20250802;1;18;555
30971;3;20250802;2;4;522
30972;3;20250802;3;10;522
30973;3;20250802;4;24;521
30974;3;20250802;5;20;497
30975;4;20250802;1;22;492
30976;4;20250802;2;4;544
30977;4;20250802;3;17;546
30978;4;20250802;4;16;568
30979;4;20250802;5;18;570
30980;5;20250802;1;13;538
30981;5;20250802;2;3;556
30982;5;20250802;3;17;473
30983;5;20250802;4;20;564
30984;5;20250802;5;7;569
30985;6;20250802;1;13;513
30986;6;20250802;2;7;552
30987;6;20250802;3;10;642
30988;6;20250802;4;5;621
30989;6;20250802;5;20;539
30990;1;20250803;1;24;566
30991;1;20250803;2;10;538
30992;1;20250803;3;4;501
30993;1;20250803;4;3;614
30994;1;20250803;5;9;546
30995;2;20250803;1;18;553
30996;2;20250803;2;15;570
30997;2;20250803;3;24;474
30998;2;20250803;4;13;556
30999;2;20250803;5;16;602
31000;3;20250803;1;25;530
31001;3;20250803;2;4;518
31002;3;20250803;3;20;502
31003;3;20250803;4;5;516
31004;3;20250803;5;18;479
31005;4;20250803;1;6;486
31006;4;20250803;2;22;522
31007;4;20250803;3;14;532
31008;4;20250803;4;4;564
31009;4;20250803;5;20;550
31010;5;20250803;1;20;518
31011;5;20250803;2;3;553
31012;5;20250803;3;15;458
31013;5;20250803;4;23;541
31014;5;20250803;5;6;563
31015;6;20250803;1;9;504
31016;6;20250803;2;11;541
31017;6;20250803;3;10;632
31018;6;20250803;4;12;609
31019;6;20250803;5;14;525
31020;1;20250804;1;6;560
31021;1;20250804;2;8;530
31022;1;20250804;3;14;487
31023;1;20250804;4;13;601
31024;1;20250804;5;23;523
31025;2;20250804;1;22;531
31026;2;20250804;2;22;548
31027;2;20250804;3;4;470
31028;2;20250804;4;20;536
31029;2;20250804;5;20;582
31030;3;20250804;1;10;520
31031;3;20250804;2;4;514
31032;3;20250804;3;2;500
31033;3;20250804;4;4;512
31034;3;20250804;5;8;471
31035;4;20250804;1;22;464
31036;4;20250804;2;16;506
31037;4;20250804;3;6;526
31038;4;20250804;4;4;560
31039;4;20250804;5;12;538
31040;5;20250804;1;5;513
31041;5;20250804;2;3;550
31042;5;20250804;3;16;442
31043;5;20250804;4;3;538
31044;5;20250804;5;7;556
31045;6;20250804;1;20;484
31046;6;20250804;2;15;526
31047;6;20250804;3;25;607
31048;6;20250804;4;14;595
31049;6;20250804;5;17;508
31050;1;20250805;1;23;537
31051;1;20250805;2;9;521
31052;1;20250805;3;10;477
31053;1;20250805;4;19;582
31054;1;20250805;5;25;498
31055;2;20250805;1;3;528
31056;2;20250805;2;9;539
31057;2;20250805;3;20;450
31058;2;20250805;4;14;522
31059;2;20250805;5;13;569
31060;3;20250805;1;7;513
31061;3;20250805;2;7;507
31062;3;20250805;3;9;491
31063;3;20250805;4;20;492
31064;3;20250805;5;12;459
31065;4;20250805;1;25;439
31066;4;20250805;2;24;482
31067;4;20250805;3;13;513
31068;4;20250805;4;20;540
31069;4;20250805;5;2;536
31070;5;20250805;1;24;489
31071;5;20250805;2;24;526
31072;5;20250805;3;13;429
31073;5;20250805;4;20;518
31074;5;20250805;5;20;536
31075;6;20250805;1;6;478
31076;6;20250805;2;20;506
31077;6;20250805;3;8;599
31078;6;20250805;4;17;578
31079;6;20250805;5;19;489
31080;1;20250806;1;24;513
31081;1;20250806;2;23;498
31082;1;20250806;3;14;463
31083;1;20250806;4;20;562
31084;1;20250806;5;5;493
31085;2;20250806;1;12;516
31086;2;20250806;2;11;528
31087;2;20250806;3;12;438
31088;2;20250806;4;6;516
31089;2;20250806;5;7;562
31090;3;20250806;1;25;488
31091;3;20250806;2;15;492
31092;3;20250806;3;22;469
31093;3;20250806;4;17;475
31094;3;20250806;5;22;437
