id_transacao;id_tempo;id_unidade;id_convenio;receita_bruta;valor_glosa_inicial;valor_glosa_recuperada;custos_operacionais;data_pagamento_prevista;data_pagamento_real
100353;20260101;2;3;4490.0;0.0;0.0;2629.89;2026-03-04;2026-03-13
100354;20260102;4;3;7470.52;0.0;0.0;3731.7;2026-03-08;2026-03-14
100355;20260102;1;3;1877.96;0.0;0.0;895.75;2026-03-04;2026-03-18
100356;20260103;3;2;11062.77;0.0;0.0;6421.03;2026-02-24;2026-03-01
100357;20260103;1;2;10231.5;0.0;0.0;4435.08;2026-02-28;2026-03-09
100358;20260104;1;3;11635.06;2175.2;1098.39;5897.29;2026-03-11;2026-03-13
100359;20260104;5;1;9895.47;1778.93;1343.81;5813.02;2026-02-10;2026-02-16
100360;20260104;2;3;8844.83;0.0;0.0;5305.38;2026-03-13;2026-03-21
100361;20260105;2;3;8322.71;0.0;0.0;3891.17;2026-03-12;2026-03-21
100362;20260105;2;1;18698.33;4417.49;2023.68;10968.52;2026-02-15;2026-02-13
100363;20260105;3;2;2340.68;0.0;0.0;1361.92;2026-02-20;2026-03-03
100364;20260106;2;2;9388.9;1032.98;513.19;4036.26;2026-03-02;
100365;20260106;3;2;5660.12;0.0;0.0;2853.19;2026-02-25;2026-03-09
100366;20260107;5;1;9982.85;0.0;0.0;5713.14;2026-02-12;2026-02-09
100367;20260107;2;1;6442.43;0.0;0.0;3016.52;2026-02-10;2026-02-09
100368;20260107;1;3;20315.31;4232.06;1762.81;8329.27;2026-03-19;2026-03-26
100369;20260108;5;1;8113.54;0.0;0.0;3343.43;2026-02-13;2026-02-23
100370;20260108;3;2;1950.79;0.0;0.0;967.77;2026-02-23;2026-03-07
100371;20260109;2;3;8593.69;0.0;0.0;4480.45;2026-03-17;2026-03-27
100372;20260110;4;2;13394.45;0.0;0.0;6904.09;2026-03-04;2026-03-07
100373;20260111;2;1;5840.89;0.0;0.0;2682.26;2026-02-15;2026-02-25
100374;20260111;3;1;7086.82;428.64;198.58;3510.95;2026-02-16;2026-02-25
100375;20260111;3;3;6925.67;0.0;0.0;3771.41;2026-03-19;2026-03-31
100376;20260112;2;2;5868.91;0.0;0.0;3165.84;2026-03-02;2026-02-28
100377;20260113;1;2;5598.79;0.0;0.0;3232.35;2026-03-02;2026-03-10
100378;20260113;2;1;13345.93;0.0;0.0;7260.1;2026-02-22;2026-03-03
100379;20260113;1;2;15987.48;0.0;0.0;6705.89;2026-03-09;2026-03-12
100380;20260114;4;2;4600.09;1055.64;663.26;2722.73;2026-03-04;2026-03-10
100381;20260114;5;1;1748.05;0.0;0.0;864.4;2026-02-14;2026-02-22
100382;20260114;3;1;11567.22;0.0;0.0;5396.81;2026-02-21;2026-03-04
100383;20260115;2;2;11212.71;0.0;0.0;6174.43;2026-03-12;2026-03-25
100384;20260115;2;3;8892.03;0.0;0.0;5248.1;2026-03-25;2026-04-02
100385;20260115;5;2;8537.42;1623.19;1185.88;4070.22;2026-03-08;2026-03-08
100386;20260116;5;3;11583.89;0.0;0.0;5680.1;2026-03-25;2026-03-23
100387;20260116;2;3;2695.54;0.0;0.0;1317.94;2026-03-18;2026-03-18
100388;20260116;3;3;19074.57;1286.55;950.62;10165.61;2026-03-29;2026-04-11
100389;20260117;5;1;9248.0;0.0;0.0;4584.67;2026-02-25;2026-03-06
100390;20260117;5;1;4448.47;0.0;0.0;2449.7;2026-02-19;2026-02-27
100391;20260117;3;1;11190.26;1935.68;1345.75;6465.16;2026-02-23;2026-02-25
100392;20260118;5;1;6758.98;0.0;0.0;2960.39;2026-02-21;2026-03-07
100393;20260118;2;2;18024.84;0.0;0.0;8440.67;2026-03-14;2026-03-13
100394;20260119;2;3;8788.92;2156.51;1422.84;4015.11;2026-03-29;2026-04-02
100395;20260120;2;3;12866.83;0.0;0.0;7078.54;2026-03-28;2026-04-02
100396;20260120;3;2;9200.64;2000.11;1283.35;3990.1;2026-03-15;2026-03-18
100397;20260121;1;1;7702.74;0.0;0.0;3474.16;2026-02-27;2026-02-28
100398;20260122;5;2;3567.73;793.24;568.86;1836.57;2026-03-11;2026-03-15
100399;20260123;3;1;2579.09;0.0;0.0;1039.91;2026-02-24;2026-02-25
100400;20260124;3;1;8207.04;0.0;0.0;3892.22;2026-03-01;2026-03-08
100401;20260125;1;2;15847.48;0.0;0.0;9195.74;2026-03-22;2026-03-29
100402;20260125;5;3;13156.26;0.0;0.0;7870.9;2026-04-06;2026-04-21
100403;20260126;2;1;2522.94;0.0;0.0;1092.38;2026-02-27;2026-03-06
100404;20260127;4;1;6877.21;0.0;0.0;2840.21;2026-03-02;2026-03-07
100405;20260128;4;3;4167.76;0.0;0.0;2008.76;2026-04-01;2026-04-15
100406;20260129;5;1;4644.61;0.0;0.0;2601.18;2026-03-03;2026-02-28
100407;20260130;5;3;14267.32;0.0;0.0;7614.28;2026-04-08;2026-04-17
100408;20260130;3;3;2644.63;0.0;0.0;1219.81;2026-04-01;2026-03-30
100409;20260131;1;2;3464.32;0.0;0.0;1925.84;2026-03-20;2026-03-20
