id_escala;id_medico;id_tempo;status_presenca;horas_atraso
90310;1;20250901;Presente;0.0
90311;2;20250901;Presente;0.0
90312;3;20250901;Atraso;2.4
90313;4;20250901;Presente;0.0
90314;5;20250901;Falta Justificada;0.0
90315;1;20250902;Atraso;1.2
90316;2;20250902;Atraso;1.1
90317;3;20250902;Atraso;3.3
90318;4;20250902;Presente;0.0
90319;5;20250902;Presente;0.0
90320;1;20250903;Atraso;2.2
90321;2;20250903;Presente;0.0
90322;3;20250903;Atraso;2.6
90323;4;20250903;Presente;0.0
90324;5;20250903;Presente;0.0
90325;1;20250904;Presente;0.0
90326;2;20250904;Presente;0.0
90327;3;20250904;Falta Justificada;0.0
90328;4;20250904;Presente;0.0
90329;5;20250904;Falta Justificada;0.0
90330;1;20250905;Presente;0.0
90331;2;20250905;Atraso;2.4
90332;3;20250905;Atraso;2.2
90333;4;20250905;Presente;0.0
90334;5;20250905;Atraso;1.2
90335;1;20250906;Presente;0.0
90336;2;20250906;Presente;0.0
90337;3;20250906;Falta Justificada;0.0
90338;4;20250906;Falta Justificada;0.0
90339;5;20250906;Falta Justificada;0.0
90340;1;20250907;Falta Justificada;0.0
90341;2;20250907;Presente;0.0
90342;3;20250907;Presente;0.0
90343;4;20250907;Presente;0.0
90344;5;20250907;Presente;0.0
90345;1;20250908;Presente;0.0
90346;2;20250908;Falta Justificada;0.0
90347;3;20250908;Presente;0.0
90348;4;20250908;Presente;0.0
90349;5;20250908;Presente;0.0
90350;1;20250909;Atraso;1.4
90351;2;20250909;Presente;0.0
90352;3;20250909;Presente;0.0
90353;4;20250909;Presente;0.0
90354;5;20250909;Presente;0.0
90355;1;20250910;Atraso;2.0
90356;2;20250910;Presente;0.0
90357;3;20250910;Atraso;1.6
90358;4;20250910;Presente;0.0
90359;5;20250910;Presente;0.0
90360;1;20250911;Presente;0.0
90361;2;20250911;Presente;0.0
90362;3;20250911;Falta Justificada;0.0
90363;4;20250911;Falta Justificada;0.0
90364;5;20250911;Presente;0.0
90365;1;20250912;Presente;0.0
90366;2;20250912;Presente;0.0
90367;3;20250912;Falta Justificada;0.0
90368;4;20250912;Presente;0.0
90369;5;20250912;Presente;0.0
90370;1;20250913;Falta Justificada;0.0
90371;2;20250913;Presente;0.0
90372;3;20250913;Falta Justificada;0.0
90373;4;20250913;Falta Justificada;0.0
90374;5;20250913;Atraso;2.9
90375;1;20250914;Atraso;1.2
90376;2;20250914;Falta Justificada;0.0
90377;3;20250914;Falta Justificada;0.0
90378;4;20250914;Presente;0.0
90379;5;20250914;Presente;0.0
90380;1;20250915;Presente;0.0
90381;2;20250915;Presente;0.0
90382;3;20250915;Presente;0.0
90383;4;20250915;Presente;0.0
90384;5;20250915;Presente;0.0
90385;1;20250916;Presente;0.0
90386;2;20250916;Presente;0.0
90387;3;20250916;Presente;0.0
90388;4;20250916;Falta Justificada;0.0
90389;5;20250916;Falta Justificada;0.0
90390;1;20250917;Falta Justificada;0.0
90391;2;20250917;Atraso;1.9
90392;3;20250917;Falta Justificada;0.0
90393;4;20250917;Atraso;0.9
90394;5;20250917;Atraso;1.2
90395;1;20250918;Presente;0.0
90396;2;20250918;Atraso;0.6
90397;3;20250918;Presente;0.0
90398;4;20250918;Falta Justificada;0.0
90399;5;20250918;Atraso;1.6
90400;1;20250919;Presente;0.0
90401;2;20250919;Presente;0.0
90402;3;20250919;Falta Justificada;0.0
90403;4;20250919;Presente;0.0
90404;5;20250919;Presente;0.0
90405;1;20250920;Falta Justificada;0.0
90406;2;20250920;Presente;0.0
90407;3;20250920;Presente;0.0
90408;4;20250920;Presente;0.0
90409;5;20250920;Presente;0.0
90410;1;20250921;Presente;0.0
90411;2;20250921;Presente;0.0
90412;3;20250921;Atraso;0.6
90413;4;20250921;Presente;0.0
90414;5;20250921;Presente;0.0
90415;1;20250922;Presente;0.0
90416;2;20250922;Presente;0.0
90417;3;20250922;Presente;0.0
90418;4;20250922;Presente;0.0
90419;5;20250922;Presente;0.0
90420;1;20250923;Falta Justificada;0.0
90421;2;20250923;Presente;0.0
90422;3;20250923;Atraso;2.1
90423;4;20250923;Presente;0.0
90424;5;20250923;Presente;0.0
90425;1;20250924;Presente;0.0
90426;2;20250924;Presente;0.0
90427;3;20250924;Presente;0.0
90428;4;20250924;Presente;0.0
90429;5;20250924;Presente;0.0
90430;1;20250925;Presente;0.0
90431;2;20250925;Presente;0.0
90432;3;20250925;Presente;0.0
90433;4;20250925;Presente;0.0
90434;5;20250925;Presente;0.0
90435;1;20250926;Presente;0.0
90436;2;20250926;Atraso;1.5
90437;3;20250926;Presente;0.0
90438;4;20250926;Atraso;2.8
90439;5;20250926;Atraso;1.2
90440;1;20250927;Presente;0.0
90441;2;20250927;Presente;0.0
90442;3;20250927;Presente;0.0
90443;4;20250927;Presente;0.0
90444;5;20250927;Presente;0.0
90445;1;20250928;Atraso;2.5
90446;2;20250928;Presente;0.0
90447;3;20250928;Presente;0.0
90448;4;20250928;Presente;0.0
90449;5;20250928;Presente;0.0
90450;1;20250929;Atraso;2.7
90451;2;20250929;Presente;0.0
90452;3;20250929;Falta Justificada;0.0
90453;4;20250929;Atraso;0.8
90454;5;20250929;Presente;0.0
90455;1;20250930;Presente;0.0
90456;2;20250930;Falta Justificada;0.0
90457;3;20250930;Presente;0.0
90458;4;20250930;Falta Justificada;0.0
90459;5;20250930;Presente;0.0
